,Variable A,Variable B,Chi-Quadrat,p-Wert,Grad der Freiheit,Cramer's V
138,D2_DIFF1,D2_DIFF7,37.25695969513216,0.16977265381119136,30,0.25023336904460886
139,D2_DIFF1,D2_DIFF8,38.125087979150486,0.37297977723879,36,0.23107678759130282
140,D2_DIFF1,UF1,40.09031015821673,0.1031269398037983,30,0.2617832017431607
141,D2_DIFF1,DEMO1,50.772214547509655,0.010295860706082535,30,0.2958687224834389
142,D2_DIFF1,DEMO2,14.451123842239591,0.6992451412858877,18,0.20377982711119885
143,D2_DIFF1,DEMO3,57.4710654063786,0.05623572352746862,42,0.28735582443505625
144,D2_DIFF2,U1,4.663556300553427,0.5876297203316523,6,0.1979635035660524
145,D2_DIFF2,U2_SQ001,38.494955882076134,0.35728292342923146,36,0.2321949698777327
146,D2_DIFF2,F1,11.383336586914876,0.07722727559060569,6,0.30928674502206444
147,D2_DIFF2,F2,4.117638888888889,0.6607602464582034,6,0.4231167424928701
148,D2_DIFF2,D1_DIFF3,73.05248494800219,7.471056357919535e-07,24,0.39175452394786464
149,D2_DIFF2,D1_DIFF4,50.60489181468533,0.053926022793321066,36,0.26622396327154224
150,D2_DIFF2,D1_DIFF6,151.5641293891294,3.963741783598025e-16,36,0.46073277615249997
151,D2_DIFF2,D1_DIFF9,54.625083812260534,0.024032277951967135,36,0.2765966731994706
152,D2_DIFF2,D2_DIFF1,61.9727059170264,0.0045505956778124045,36,0.2946124689937471
153,D2_DIFF2,D2_DIFF5,61.94932391443167,0.004576336663910256,36,0.29455688581969675
154,D2_DIFF2,D2_DIFF7,32.56793485097664,0.3415957383655611,30,0.233957314396504
155,D2_DIFF2,D2_DIFF8,39.90031148409381,0.3008283995676604,36,0.2363954085709126
156,D2_DIFF2,UF1,53.114427791218276,0.00576088902993651,30,0.30132025099585025
157,D2_DIFF2,DEMO1,33.60957008471838,0.2967091569549204,30,0.24072294163378943
158,D2_DIFF2,DEMO2,10.76820688252431,0.9039327265752732,18,0.17590657527689116
159,D2_DIFF2,DEMO3,35.551423835568386,0.7483889137218989,42,0.22600803513958465
160,D2_DIFF5,U1,7.217928073000538,0.3011628535294758,6,0.24628206949818138
161,D2_DIFF5,U2_SQ001,78.52813184604756,5.348350311933982e-05,36,0.3316374193839423
162,D2_DIFF5,F1,8.63756038647343,0.19501068609188107,6,0.2694151834303366
163,D2_DIFF5,F2,3.0155555555555553,0.6975874912716982,5,0.3620926830400072
164,D2_DIFF5,D1_DIFF3,20.808055555555555,0.6500211366333821,24,0.209079894843186
165,D2_DIFF5,D1_DIFF4,42.91178315412186,0.19903378907117497,36,0.24515410792075823
166,D2_DIFF5,D1_DIFF6,41.30433501683502,0.24997543993165353,36,0.24051862444944228
167,D2_DIFF5,D1_DIFF9,50.292925925925935,0.057223429834631884,36,0.26540209419847893
168,D2_DIFF5,D2_DIFF1,34.524990285109766,0.5387655971899539,36,0.2198961757975928
169,D2_DIFF5,D2_DIFF2,61.949323914431666,0.00457633666391024,36,0.2945568858196967
170,D2_DIFF5,D2_DIFF7,41.626342947584995,0.07701164205887336,30,0.26449998156529614
171,D2_DIFF5,D2_DIFF8,35.131230359147025,0.5097304272859626,36,0.22181840289829782
172,D2_DIFF5,UF1,57.585291025729866,0.0017869373125655504,30,0.31374574884096446
173,D2_DIFF5,DEMO1,28.140933954263083,0.5629684183412833,30,0.22026995175302777
174,D2_DIFF5,DEMO2,23.629906543613536,0.1675303475995206,18,0.26058018017059553
175,D2_DIFF5,DEMO3,43.607342946697116,0.4029263983849563,42,0.25030826668668227
176,D2_DIFF7,U1,3.0950844110193323,0.6853293137165065,5,0.16127340976627688
177,D2_DIFF7,U2_SQ001,27.571096499136043,0.5931537368549572,30,0.2152625775871699
178,D2_DIFF7,F1,10.084543350261642,0.07287488419899514,5,0.29110833338622333
179,D2_DIFF7,F2,2.280833333333333,0.8090777850782398,5,0.31490739379485305
180,D2_DIFF7,D1_DIFF3,13.457765982103204,0.8568912172149499,20,0.1681446330081948
181,D2_DIFF7,D1_DIFF4,23.198197894073274,0.8070250400151084,30,0.19745523008823743
182,D2_DIFF7,D1_DIFF6,25.548369931588383,0.6979690907154397,30,0.20721591845177437
183,D2_DIFF7,D1_DIFF9,34.07857112914775,0.2777024762905356,30,0.2393217697175761
184,D2_DIFF7,D2_DIFF1,37.25695969513217,0.1697726538111914,30,0.25023336904460886
185,D2_DIFF7,D2_DIFF2,32.56793485097664,0.3415957383655611,30,0.233957314396504
186,D2_DIFF7,D2_DIFF5,41.626342947584995,0.07701164205887336,30,0.26449998156529614
187,D2_DIFF7,D2_DIFF8,33.46228817957012,0.3028354704302202,30,0.2371479280904576
188,D2_DIFF7,UF1,21.78967825767567,0.6478581819681886,25,0.19299563016033303
189,D2_DIFF7,DEMO1,40.86395896091409,0.023724738534825082,25,0.2654337990097501
190,D2_DIFF7,DEMO2,15.499780561392754,0.4160515402220822,15,0.21104406960241026
191,D2_DIFF7,DEMO3,40.352353484664874,0.24554554961327615,35,0.2637669866556886
192,D2_DIFF8,U1,6.374396846890808,0.3825818707704673,6,0.2314440754435204
193,D2_DIFF8,U2_SQ001,50.091893165275735,0.059438441448268486,36,0.2648711254867784
194,D2_DIFF8,F1,4.003256695121506,0.6762356705237265,6,0.18341431940839917
195,D2_DIFF8,F2,2.962121212121212,0.5641842064816347,4,0.3588702812826367
196,D2_DIFF8,D1_DIFF3,64.47260732323232,1.4540720601824616e-05,24,0.36803077865907363
197,D2_DIFF8,D1_DIFF4,42.672680291942726,0.20611270119808567,36,0.24447015906279582
198,D2_DIFF8,D1_DIFF6,105.37755968778696,9.989324312861413e-09,36,0.38417134017303517
199,D2_DIFF8,D1_DIFF9,62.148175715488215,0.004361701307877664,36,0.2950292577132753
200,D2_DIFF8,D2_DIFF1,38.12508797915048,0.37297977723878945,36,0.23107678759130282
201,D2_DIFF8,D2_DIFF2,39.90031148409381,0.3008283995676604,36,0.2363954085709126
202,D2_DIFF8,D2_DIFF5,35.131230359147025,0.5097304272859626,36,0.22181840289829782
203,D2_DIFF8,D2_DIFF7,33.46228817957012,0.3028354704302202,30,0.2371479280904576
204,D2_DIFF8,UF1,43.41159211533518,0.053872169399743,30,0.2724111777622272
205,D2_DIFF8,DEMO1,29.680810420344724,0.48208484349589553,30,0.22621629267044377
206,D2_DIFF8,DEMO2,12.670140412461608,0.8107844261731588,18,0.19080998260336532
207,D2_DIFF8,DEMO3,22.21153843607961,0.9948188412067526,42,0.17864246398014105
208,UF1,U1,9.755397774796812,0.08247014378224475,5,0.28875503140318876
209,UF1,U2_SQ001,46.695685618885065,0.026638748086199624,30,0.28252731694228606
210,UF1,F1,5.8045926714694165,0.3256996748275107,5,0.22273729632675413
211,UF1,F2,6.836111111111111,0.23311705730090984,5,0.5451809077932042
212,UF1,D1_DIFF3,27.635333676945454,0.11831672997398658,20,0.24300176601019072
213,UF1,D1_DIFF4,34.54653705314455,0.25951348787744505,30,0.24301010162656775
214,UF1,D1_DIFF6,54.36445719279613,0.004185900584435295,30,0.30484536417019986
215,UF1,D1_DIFF9,36.50089154668762,0.19213331910176487,30,0.24978928400672878
216,UF1,D2_DIFF1,40.090310158216724,0.10312693980379835,30,0.2617832017431607
217,UF1,D2_DIFF2,53.11442779121829,0.005760889029936508,30,0.30132025099585025
218,UF1,D2_DIFF5,57.58529102572986,0.001786937312565556,30,0.31374574884096446
219,UF1,D2_DIFF7,21.789678257675675,0.6478581819681882,25,0.19299563016033305
220,UF1,D2_DIFF8,43.411592115335175,0.053872169399742834,30,0.2724111777622271
221,UF1,DEMO1,28.89601796809516,0.26828613032332843,25,0.22320555690808155
222,UF1,DEMO2,17.699830623692897,0.27877500671353495,15,0.2255251255447851
223,UF1,DEMO3,39.93016518525916,0.2602520812936783,35,0.2623835215640987
224,DEMO1,U1,4.806787299013479,0.43991244136709995,5,0.20356281964843098
225,DEMO1,U2_SQ001,19.513468758536188,0.9285968017912418,30,0.18342276754167844
226,DEMO1,F1,11.039258990099317,0.05060712561771991,5,0.30848991195291664
227,DEMO1,F2,11.75875,0.0027965325618039788,2,0.7150174823037546
228,DEMO1,D1_DIFF3,33.25077137172281,0.03166283249190231,20,0.26769599398885013
229,DEMO1,D1_DIFF4,42.32051875242533,0.06717127499399962,30,0.27012295652556567
230,DEMO1,D1_DIFF6,27.577996769671746,0.5927886565340496,30,0.21805565870331706
231,DEMO1,D1_DIFF9,29.771122655804138,0.47741955766565414,30,0.22656019469525523
232,DEMO1,D2_DIFF1,50.77221454750965,0.010295860706082582,30,0.2958687224834389
233,DEMO1,D2_DIFF2,33.609570084718385,0.2967091569549201,30,0.24072294163378943
234,DEMO1,D2_DIFF5,28.140933954263083,0.5629684183412833,30,0.22026995175302777
235,DEMO1,D2_DIFF7,40.8639589609141,0.023724738534824992,25,0.26543379900975017
236,DEMO1,D2_DIFF8,29.68081042034472,0.48208484349589653,30,0.22621629267044374
237,DEMO1,UF1,28.89601796809516,0.26828613032332843,25,0.22320555690808155
238,DEMO1,DEMO2,9.785202643044213,0.8330292624846668,15,0.16768541498756634
239,DEMO1,DEMO3,148.7177102630844,5.722864507269751e-16,35,0.506369277584235
240,DEMO2,U1,4.961326974911881,0.1746509753061568,3,0.2068092360813479
241,DEMO2,U2_SQ001,19.807234415393964,0.3437761934483544,18,0.23857355317411144
242,DEMO2,F1,2.2637157785481374,0.5195076153877276,3,0.139695351369974
243,DEMO2,F2,4.0284226190476184,0.13342559337409218,2,0.41850783687263193
244,DEMO2,D1_DIFF3,7.552244820169348,0.8190698984872827,12,0.14731548775169948
245,DEMO2,D1_DIFF4,14.806912442396314,0.6751798317601443,18,0.20627311742542506
246,DEMO2,D1_DIFF6,7.880141032971221,0.9803677545505568,18,0.15047951165550152
247,DEMO2,D1_DIFF9,21.802587944991117,0.24086766679242605,18,0.2503020471040084
248,DEMO2,D2_DIFF1,14.45112384223959,0.6992451412858879,18,0.20377982711119882
249,DEMO2,D2_DIFF2,10.768206882524309,0.903932726575273,18,0.17590657527689113
250,DEMO2,D2_DIFF5,23.629906543613533,0.16753034759952043,18,0.26058018017059553
251,DEMO2,D2_DIFF7,15.499780561392754,0.4160515402220822,15,0.21104406960241026
252,DEMO2,D2_DIFF8,12.670140412461608,0.8107844261731588,18,0.19080998260336532
253,DEMO2,UF1,17.699830623692897,0.27877500671353495,15,0.2255251255447851
254,DEMO2,DEMO1,9.785202643044213,0.8330292624846668,15,0.16768541498756634
255,DEMO2,DEMO3,32.678486031052714,0.04990603254932319,21,0.30643709875198005
256,DEMO3,U1,9.26143109869258,0.23442739344988742,7,0.28255959241298323
257,DEMO3,U2_SQ001,28.33004377841939,0.9472039484453043,42,0.20175253626295162
258,DEMO3,F1,10.44328781560129,0.16481319106631584,7,0.3000472350113264
259,DEMO3,F2,7.198701298701299,0.2062771037742021,5,0.5594524224516442
260,DEMO3,D1_DIFF3,35.23275907899817,0.16319290402190356,28,0.27555883297197237
261,DEMO3,D1_DIFF4,70.51752379786463,0.00381366736702143,42,0.31830532719194476
262,DEMO3,D1_DIFF6,18.883084890652256,0.9992029495446402,42,0.1647145078484732
263,DEMO3,D1_DIFF9,40.595086230324824,0.5326795915271517,42,0.2415083297102446
264,DEMO3,D2_DIFF1,57.47106540637859,0.05623572352746864,42,0.28735582443505625
265,DEMO3,D2_DIFF2,35.55142383556838,0.7483889137218991,42,0.22600803513958462
266,DEMO3,D2_DIFF5,43.607342946697116,0.4029263983849563,42,0.25030826668668227
267,DEMO3,D2_DIFF7,40.35235348466487,0.2455455496132767,35,0.26376698665568854
268,DEMO3,D2_DIFF8,22.211538436079607,0.9948188412067526,42,0.17864246398014105
269,DEMO3,UF1,39.930165185259156,0.26025208129367816,35,0.2623835215640987
270,DEMO3,DEMO1,148.71771026308443,5.72286450726967e-16,35,0.506369277584235
271,DEMO3,DEMO2,32.678486031052714,0.04990603254932319,21,0.30643709875198005
